book_id,title,average_rating
5429,"The Curse of Chalion (World of the Five Gods, #1)",4.16
5430,Me & Emma,3.9
5431,"Chesapeake Blue (Chesapeake Bay Saga, #4)",4.17
5432,Ash,3.62
5433,"The Burning Land (The Saxon Stories, #5)",4.29
5434,"Second Helpings (Jessica Darling, #2)",4.08
5435,Diane Arbus: Monograph,4.0
5436,"The Earth, My Butt, and Other Big Round Things",3.77
5437,Lord Jim,3.61
5438,A Color of His Own,4.25
5439,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,4.31
5440,"Things Not Seen (Things, #1)",3.88
5441,House,3.6
5442,"Vicious (Villains, #1)",4.25
5443,"Raise the Titanic! (Dirk Pitt, #4)",3.96
5444,The Supernaturalist,3.85
5445,"Queen of Babble in the Big City (Queen of Babble, #2)",3.77
5446,Yertle the Turtle and Other Stories,4.13
5447,The Rent Collector,4.23
5448,Family Matters,3.99
5449,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,3.92
5450,"Until You (Fall Away, #1.5)",4.36
5451,Perahu Kertas,3.94
5452,Schooled,3.82
5453,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,4.09
5454,Merle's Door: Lessons from a Freethinking Dog,4.18
5455,"Brian's Winter (Brian's Saga, #3)",3.98
5456,How the García Girls Lost Their Accents ,3.62
5457,"Be with Me (Wait for You, #2)",4.15
5458,"Jo's Boys (Little Women, #3)",3.8
5459,Home (Myron Bolitar #11),4.2
5460,Notes of a Dirty Old Man,3.99
5461,"The Absent One (Department Q, #2)",3.85
5462,The Good Lord Bird,3.75
5463,"Greenwitch (The Dark Is Rising, #3)",4.0
5464,"The Walking Dead, Vol. 05: The Best Defense",4.3
5465,"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)",4.08
5466,"Take a Chance (Rosemary Beach, #7; Chance, #1)",4.15
5467,"Portrait of a Spy (Gabriel Allon, #11)",4.24
5468,"One Good Turn (Jackson Brodie, #2)",3.79
5469,"Abarat (Abarat, #1)",4.08
5470,"2061: Odyssey Three (Space Odyssey, #3)",3.52
5471,What Got You Here Won't Get You There: How Successful People Become Even More Successful,3.94
5472,"The Walk (The Walk, #1)",4.12
5473,"Afterlife (Evernight, #4)",3.8
5474,Slam,3.27
5475,"Dark Triumph (His Fair Assassin, #2)",4.15
5476,The Crossover,4.22
5477,"Edensor (Tetralogi Laskar Pelangi, #3)",4.06
5478,The Line of Beauty,3.7
5479,The Rose Garden,4.01
5480,Monster,3.8
5481,"The English Assassin (Gabriel Allon, #2)",4.12
5482,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,3.85
5483,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),4.11
5484,"The Wicked + The Divine, Vol. 1: The Faust Act",3.9
5485,Innocence,3.69
5486,"Dark of the Moon (Virgil Flowers, #1)",4.0
5487,The Law of Attraction: The Basics of the Teachings of Abraham,4.15
5488,"In The Afterlight (The Darkest Minds, #3)",4.36
5489,"Goddess Interrupted (Goddess Test, #2)",4.02
5490,"Lucinda's Secret (The Spiderwick Chronicles, #3)",3.87
5491,"Henry Huggins (Henry Huggins, #1)",3.97
5492,Bedtime for Frances,4.14
5493,Totto-chan: The Little Girl at the Window,4.3
5494,"Half the World (Shattered Sea, #2)",4.2
5495,When Genius Failed: The Rise and Fall of Long-Term Capital Management,4.16
5496,Writing Down the Bones: Freeing the Writer Within,4.17
5497,"Hunters of the Dusk (Cirque Du Freak, #7)",4.17
5498,"City of Golden Shadow (Otherland, #1)",3.9
5499,"An Ice Cold Grave (Harper Connelly, #3)",3.95
5500,Jacob Have I Loved,3.64
5501,The Postcard Killers,3.78
5502,"Kamisama Kiss, Vol. 1",4.38
5503,"Maybe Not (Maybe, #1.5)",4.14
5504,"Black Water (Pendragon, #5)",4.16
5505,"Five Little Pigs (Hercule Poirot, #24)",3.95
5506,Embassytown,3.86
5507,By the Light of the Moon,3.84
5508,"Sherlock Holmes: The Complete Novels and Stories, Volume I",4.45
5509,"Strong Poison (Lord Peter Wimsey, #6)",4.14
5510,The Far Side Gallery,4.42
5511,"The Eternity Cure (Blood of Eden, #2)",4.26
5512,"Holiday in Death (In Death, #7)",4.31
5513,"Thief (Love Me with Lies, #3)",4.4
5514,Between a Rock and a Hard Place,3.82
5515,"Legend (The Drenai Saga, #1)",4.25
5516,"Three Times Lucky (Tupelo Landing, #1)",4.01
5517,"Every Boy's Got One (Boy, #3)",3.77
5518,Small Sacrifices: A True Story of Passion and Murder,4.2
5519,The Guest Room,3.68
5520,All My Friends Are Dead,4.24
5521,"The Six Sacred Stones (Jack West Jr, #2)",4.16
5522,"Rising Tides (Chesapeake Bay Saga, #2)",4.16
5523,"Bleach, Volume 15",4.41
5524,Cash,4.08
5525,A Stranger In The Mirror,3.61
5526,Flush,3.86
5527,Out of Africa,3.96
5528,"The Watchman (Elvis Cole, #11; Joe Pike, #1)",4.1
5529,Antifragile: Things That Gain from Disorder,4.04
5530,"From Ashes (From Ashes, #1)",4.13
5531,Free Will,3.83
5532,This Is Where It Ends,3.63
5533,"Stray (Shifters, #1)",3.79
5534,A Summer Affair,3.66
5535,Liar & Spy,3.81
5536,"Mariel of Redwall (Redwall, #4)",3.96
5537,The Blank Slate: The Modern Denial of Human Nature,4.07
5538,The Dreaming Void,4.18
5539,"Being Nikki (Airhead, #2)",3.87
5540,Antony and Cleopatra,3.67
5541,"Among the Impostors (Shadow Children, #2)",4.05
5542,"Thirst No. 3: The Eternal Dawn (Thirst, #3)",4.14
5543,Addicted,4.26
5544,"Article 5 (Article 5, #1)",3.78
5545,"And the Band Played On: Politics, People, and the AIDS Epidemic",4.37
5546,"Found in You (Fixed, #2)",4.27
5547,"Midnight Rising (Midnight Breed, #4)",4.23
5548,"Kisscut (Grant County, #2)",4.12
5549,It Chooses You,3.88
5550,Last Exit to Brooklyn,3.94
5551,The Feast of the Goat,4.22
5552,"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",4.25
5553,The First Bad Man,3.58
5554,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",4.19
5555,"Jet (Marked Men, #2)",4.09
5556,The Sea,3.49
5557,Invisible,4.05
5558,Mr. Murder,3.72
5559,"Changeless (Parasol Protectorate, #2)",4.0
5560,The Magic of Recluce (The Saga of Recluce #1),3.84
5561,"The Bastard (Kent Family Chronicles, #1)",4.09
5562,"The Last Policeman (The Last Policeman, #1)",3.76
5563,Earth Abides,3.96
5564,Thunderhead,4.09
5565,"Allies of the Night (Cirque du Freak, #8)",4.19
5566,"Dragon Bound (Elder Races, #1)",4.13
5567,"Rainbow Valley (Anne of Green Gables, #7)",4.0
5568,The Colorado Kid (Hard Case Crime #13),3.28
5569,The Monkey's Paw (Oxford Bookworms),3.85
5570,Darkness,3.92
5571,The Pursuit of Holiness,4.28
5572,"Again the Magic (Wallflowers, #0)",4.05
5573,Low Country,3.96
5574,Revolution,4.02
5575,Halo: The Fall of Reach,4.25
5576,"Ever After (The Hollows, #11)",4.45
5577,Audrey Rose,3.86
5578,The Nix,4.12
5579,"Vanish (Firelight, #2)",3.95
5580,The Calvin and Hobbes Lazy Sunday Book,4.66
5581,Carmilla,3.83
5582,"Drowned Wednesday (The Keys to the Kingdom, #3)",3.85
5583,Saving Francesca,3.97
5584,"Avoiding Commitment (Avoiding, #1)",3.85
5585,"Confessions of a Murder Suspect (Confessions, #1)",3.89
5586,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",4.21
5587,Skeletons at the Feast,3.99
5588,"L is for Lawless (Kinsey Millhone, #12)",3.91
5589,Milkweed,4.0
5590,If You Give a Pig a Party,4.22
5591,"Virtual Light (Bridge, #1)",3.84
5592,American on Purpose: The Improbable Adventures of an Unlikely Patriot,3.96
5593,Always Looking Up: The Adventures of an Incurable Optimist,3.82
5594,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",4.08
5595,The Lifeboat,3.2
5596,Quo Vadis,4.13
5597,"The Jewel (The Lone City, #1)",3.86
5598,"The Fire Within (The Last Dragon Chronicles, #1)",3.76
5599,"Servant of the Empire (The Empire Trilogy, #2)",4.27
5600,"The Hollow (Sign of Seven, #2)",4.11
5601,Is Your Mama a Llama?,4.16
5602,"After We Collided (After, #2)",3.73
5603,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",3.54
5604,Confederates in the Attic: Dispatches from the Unfinished Civil War,4.08
5605,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",4.26
5606,Dali: The Paintings,4.17
5607,"Seven Deadly Wonders (Jack West Jr, #1)",4.08
5608,"Unleashed (Ross Siblings, #1)",3.89
5609,"Mistral's Kiss (Merry Gentry, #5)",4.03
5610,The 8th Habit: From Effectiveness to Greatness,3.99
5611,Desire Unchained (Demonica #2),4.25
5612,Cold Fire / Hideaway / The Key to Midnight,4.16
5613,"I Am Not A Serial Killer (John Cleaver, #1)",3.77
5614,Eight Hundred Grapes,3.58
5615,"Welcome to the World, Baby Girl! (Elmwood Springs, #1)",3.84
5616,Filth,3.76
5617,The Girls,3.79
5618,"Turbo Twenty-Three (Stephanie Plum, #23)",3.75
5619,The Alibi,4.03
5620,A Land More Kind Than Home,3.84
5621,"Kristy's Great Idea (The Baby-Sitters Club, #1)",3.94
5622,"Shatterproof (The 39 Clues: Cahills vs. Vespers, #4)",4.17
5623,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,3.87
5624,"The Fifth Woman (Kurt Wallander, #6)",4.02
5625,The Wordy Shipmates,3.66
5626,Bel-Ami,3.81
5627,A River Runs Through It and Other Stories,4.17
5628,The Time in Between,4.04
5629,Paradise,3.77
5630,Idoru (Bridge #2),3.78
5631,"The Best Man (Blue Heron, #1)",3.93
5632,"Castle in the Air (Howl's Moving Castle, #2)",3.93
5633,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",4.14
5634,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,4.0
5635,RoomHate,4.07
5636,Living Dead Girl,3.83
5637,The Dhammapada,4.29
5638,"Law Man (Dream Man, #3)",4.33
5639,"Deadly Decisions (Temperance Brennan, #3)",3.93
5640,Rising Strong,4.19
5641,"Speaking from Among the Bones (Flavia de Luce, #5)",4.17
5642,Swimsuit,3.63
5643,Through Gates of Splendor,4.38
5644,"Dirty Red (Love Me with Lies, #2)",4.22
5645,The Darkest Part of the Forest,3.91
5646,"Dream a Little Dream (Chicago Stars, #4)",4.18
5647,تاكسي: حواديت المشاوير,3.68
5648,The Samurai's Garden,4.12
5649,The Hating Game,4.24
5650,Black-Eyed Susans,3.78
5651,"Neanderthal Seeks Human (Knitting in the City, #1)",3.96
5652,"Goliath (Leviathan, #3)",4.25
5653,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)",4.22
5654,"Criminal (Will Trent, #6)",4.21
5655,"The Bear and the Dragon (Jack Ryan Universe, #11)",3.79
5656,"W is for Wasted (Kinsey Millhone, #23)",3.86
5657,I'm Just Here for the Food: Food + Heat = Cooking,4.21
5658,All Things Wise and Wonderful,4.39
5659,Sins of the Night (Dark-Hunter #7),4.18
5660,"Shades of Earth (Across the Universe, #3)",4.11
5661,"Tehanu (Earthsea Cycle, #4)",3.89
5662,"Reboot (Reboot, #1)",3.92
5663,Hunger Makes Me a Modern Girl,3.88
5664,Thomas Jefferson: The Art of Power,3.99
5665,"Murder in Mesopotamia (Hercule Poirot, #14)",3.86
5666,"Excession (Culture, #5)",4.19
5667,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",3.7
5668,"G is for Gumshoe (Kinsey Millhone, #7)",3.9
5669,"King and Maxwell (Sean King & Michelle Maxwell, #6)",4.03
5670,Love's Executioner and Other Tales of Psychotherapy,4.18
5671,"The Magician's Apprentice (Black Magician, #0.5)",3.94
5672,"Reaper's Gale (The Malazan Book of the Fallen, #7)",4.34
5673,The Visitation,3.91
5674,"Locke & Key, Vol. 3: Crown of Shadows",4.41
5675,Leadership and Self-Deception: Getting Out of the Box,4.11
5676,"The Garden of Rama (Rama, #3)",3.76
5677,"Blue-Eyed Devil (Travises, #2)",4.21
5678,Our Man in Havana,3.94
5679,Batman: The Black Mirror,4.29
5680,Kill Me If You Can,4.0
5681,"Killers of the Dawn (Cirque Du Freak, #9)",4.22
5682,Tramp for the Lord,4.47
5683,If You Take a Mouse to the Movies,4.16
5684,"A Lick of Frost (Merry Gentry, #6)",4.12
5685,The Abyss,4.06
5686,"The Witch's Daughter (The Witch's Daughter, #1)",3.54
5687,The Readers of Broken Wheel Recommend,3.56
5688,"Live by Night (Coughlin, #2)",3.89
5689,"Until I Die (Revenants, #2)",4.17
5690,The Magic of Reality: How We Know What's Really True,4.04
5691,"Remember (Redemption, #2)",4.41
5692,"Alex Cross, Run (Alex Cross, #20)",4.03
5693,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,3.76
5694,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",4.06
5695,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",3.99
5696,The Brightest Star in the Sky,3.65
5697,Entwined,3.87
5698,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",3.57
5699,El coronel no tiene quien le escriba,3.71
5700,Waiting for the Barbarians,3.94
5701,The Last Seven Months of Anne Frank,4.34
5702,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",4.03
5703,Kabul Beauty School: An American Woman Goes Behind the Veil,3.63
5704,To Have and Have Not,3.57
5705,Jackdaws,3.91
5706,حبيبتي بكماء,3.3
5707,"The System of the World (The Baroque Cycle, #3)",4.3
5708,"Touching Spirit Bear (Spirit Bear, #1)",3.85
5709,The Flamethrowers,3.46
5710,"Twice Tempted (Night Prince, #2)",4.3
5711,Unorthodox: The Scandalous Rejection of My Hasidic Roots,3.67
5712,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",4.03
5713,Crush It!: Why Now Is the Time to Cash In on Your Passion,3.85
5714,Redemption Ark,4.13
5715,"The Venetian Betrayal (Cotton Malone, #3)",3.94
5716,"Collected Poems, 1909-1962",4.29
5717,The Robe,4.2
5718,Beauty and the Beast,4.39
5719,The Yonahlossee Riding Camp for Girls,3.34
5720,"Lead (Stage Dive, #3)",4.32
5721,"No Humans Involved (Women of the Otherworld, #7)",4.2
5722,"Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3)",4.12
5723,The Gift of Fear: Survival Signals That Protect Us from Violence,4.19
5724,"Endless Summer (The Boys Next Door, #1-2)",4.02
5725,"Big Nate Strikes Again (Big Nate Novels, #2)",4.23
5726,Don't You Cry,3.57
5727,"His Needs, Her Needs: Building an Affair-Proof Marriage",4.11
5728,"Dance of the Gods (Circle Trilogy, #2)",4.13
5729,"Nevermore (Nevermore, #1)",3.87
5730,The Blind Owl,3.99
5731,Pete the Cat: I Love My White Shoes,4.41
5732,"The Ring of Solomon (Bartimaeus, #0.5)",4.19
5733,"Welcome to Dead House (Goosebumps, #1)",3.82
5734,The Master Butchers Singing Club,4.02
5735,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",4.2
5736,"Until Friday Night (The Field Party, #1)",4.01
5737,Mother of Pearl,3.67
5738,Everyone Brave is Forgiven,3.8
5739,The Great Train Robbery,3.84
5740,Safe Harbour,4.04
5741,The Things We Do for Love,4.05
5742,"Son of the Shadows (Sevenwaters, #2)",4.32
5743,The Key to Rebecca,3.86
5744,"Hard Bitten (Chicagoland Vampires, #4)",4.17
5745,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,4.26
5746,"Vain (The Seven Deadly, #1)",4.25
5747,At the Mountains of Madness,3.93
5748,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",4.14
5749,"Veil of Midnight (Midnight Breed, #5)",4.26
5750,Subterranean,4.01
5751,I Don't Know How She Does It,3.3
5752,"Preacher, Volume 9: Alamo",4.33
5753,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",4.18
5754,Collected Fictions,4.58
5755,Valiant (Modern Faerie Tales #2),3.92
5756,The Russia House,3.9
5757,"Raised by Wolves (Raised by Wolves, #1)",3.94
5758,Promise Me (Myron Bolitar #8),3.96
5759,"Midnight (The Vampire Diaries: The Return, #3)",3.78
5760,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",4.15
5761,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",3.99
5762,Abducted (Lizzy Gardner #1),3.94
5763,Roadwork,3.59
5764,"Valhalla Rising (Dirk Pitt, #16)",3.92
5765,The Third Chimpanzee: The Evolution and Future of the Human Animal,4.04
5766,The Given Day (Coughlin #1),4.03
5767,Just Me in the Tub (Mercer Mayer's Little Critter),4.24
5768,"Crush (Crash, #3)",4.24
5769,"Deadline (Newsflesh Trilogy, #2)",4.1
5770,Long Lost  (Myron Bolitar #9),3.94
5771,"Faithless (Grant County, #5)",4.11
5772,My Stroke of Insight: A Brain Scientist's Personal Journey,3.86
5773,"The Walking Dead, Vol. 06: This Sorrowful Life",4.32
5774,Inés of My Soul,3.9
5775,Cold Fire,3.75
5776,Frog Music,3.13
5777,An Instance of the Fingerpost,3.93
5778,5 cm,3.84
5779,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,4.0
5780,"Shugo Chara!, Vol. 1: Who Do You Want to Be? (Shugo Chara!, #1)",4.11
5781,The Innocent,3.95
5782,Robots and Empire (Robot #4),4.17
5783,Island,3.87
5784,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,3.97
5785,No Exit,4.13
5786,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),3.83
5787,Are You My Mother?,3.66
5788,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),4.2
5789,The Farseer Trilogy (Farseer Trilogy #1-3),4.33
5790,The Blue Bistro,4.0
5791,"Third Grave Dead Ahead (Charley Davidson, #3)",4.39
5792,Identity,3.68
5793,"The Heart of Betrayal (The Remnant Chronicles, #2)",4.32
5794,First They Killed My Father: A Daughter of Cambodia Remembers,4.29
5795,The Funhouse,3.6
5796,The Speed of Trust: The One Thing that Changes Everything,3.97
5797,You Belong To Me,3.85
5798,Not Without My Daughter,4.04
5799,"The Killing Hour (Quincy & Rainie, #4)",4.16
5800,"Castle Roogna (Xanth, #3)",3.87
5801,While My Pretty One Sleeps,3.88
5802,Arsenic and Old Lace,4.14
5803,"Dance with a Vampire (Vampire Kisses, #4)",4.01
5804,Sometimes a Great Notion,4.24
5805,"Tris's Book (Circle of Magic, #2)",4.07
5806,The Moral Landscape: How Science Can Determine Human Values,3.9
5807,The Mill River Recluse,3.55
5808,Hey Nostradamus!,3.72
5809,Che Guevara: A Revolutionary Life,4.1
5810,"The Secret Hour (Midnighters, #1)",3.8
5811,"Chosen at Nightfall (Shadow Falls, #5)",4.37
5812,Like the Flowing River ,3.93
5813,"The Candy Shop War (The Candy Shop War, #1)",4.03
5814,"Broken (Women of the Otherworld, #6)",4.19
5815,"Lament: The Faerie Queen's Deception (Books of Faerie, #1)",3.69
5816,Why Mosquitoes Buzz in People's Ears,4.01
5817,"Shopaholic to the Stars (Shopaholic, #7)",3.24
5818,High Noon,3.94
5819,The Farm,3.53
5820,Men Explain Things to Me,3.93
5821,"Rock with Me (With Me in Seattle, #4)",4.3
5822,"The Prince of Mist (Niebla, #1)",3.66
5823,Driving Miss Daisy,4.24
5824,"Hardpressed (Hacker, #2)",4.27
5825,"Conspiracy in Death (In Death, #8)",4.35
5826,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",4.07
5827,"The First Four Years  (Little House, #9)",3.88
5828,The Elephant Tree,3.52
5829,"Bones to Ashes (Temperance Brennan, #10)",3.92
5830,Grimm's Fairy Tales,4.14
5831,The Definitive Book of Body Language,3.97
5832,"Between the Lines (Between the Lines, #1)",3.71
5833,Never Cry Wolf,4.19
5834,"Tick Tock (Michael Bennett, #4)",4.03
5835,Cleopatra's Daughter,4.11
5836,"Grave Secrets (Temperance Brennan, #5)",3.98
5837,"Shattered (The Iron Druid Chronicles, #7)",4.28
5838,"Zoe's Tale (Old Man's War, #4)",3.73
5839,"The First Commandment (Scot Harvath, #6)",4.22
5840,Complete Works of Oscar Wilde,4.45
5841,The New Best Recipe,4.2
5842,"The Rose & the Dagger (The Wrath & the Dawn, #2)",4.2
5843,The Fold,3.82
5844,The Nature of the Beast (Chief Inspector Armand Gamache #11),4.21
5845,The Proper Care and Feeding of Husbands,3.71
5846,"Green: The Beginning and the End (The Circle, #0)",4.03
5847,"Black Butler, Vol. 3 (Black Butler, #3)",4.53
5848,"The Crown Tower (The Riyria Chronicles, #1)",4.31
5849,Daytripper,4.31
5850,"Club Shadowlands (Masters of the Shadowlands, #1)",3.99
5851,The Museum of Innocence,3.69
5852,The Mothers,3.87
5853,Faust,3.97
5854,"Faking It (Losing It, #2)",3.96
5855,"Charlie Bone and the Castle of Mirrors (The Children of the Red King, #4)",3.89
5856,"Accordance (Significance, #2)",4.28
5857,Bloodrose (Nightshade #3; Nightshade World #6),4.06
5858,"Cards on the Table (Hercule Poirot, #15)",3.9
5859,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",4.42
5860,"Ramona and Her Mother (Ramona, #5)",4.08
5861,"Appointment with Death (Hercule Poirot, #19)",3.84
5862,"Natural Born Charmer (Chicago Stars, #7)",4.15
5863,The Woman Warrior,3.72
5864,Three Little Kittens,4.28
5865,Tales of Ordinary Madness,4.0
5866,"Before Jamaica Lane (On Dublin Street, #3)",4.35
5867,"The Sword of Shannara Trilogy (Shannara, #1-3)",3.94
5868,Maybe in Another Life,3.74
5869,"Carry On, Warrior: Thoughts on Life Unarmed",4.18
5870,The Valley of Fear,3.98
5871,"The Pagan Stone (Sign of Seven, #3)",4.14
5872,A Tale of Two Cities / Great Expectations,3.98
5873,Principle-Centered Leadership,4.07
5874,"Monster Hunter International (Monster Hunter International, #1)",4.04
5875,"The Bitter Kingdom (Fire and Thorns, #3)",4.23
5876,"The Teeth of the Tiger (Jack Ryan Universe, #12)",3.61
5877,"Moreta: Dragonlady of Pern (Pern, #7)",3.97
5878,Frosty the Snowman (Frosty the Snowman),4.34
5879,"Preacher, Volume 6: War in the Sun",4.34
5880,"The Queen of Attolia (The Queen's Thief, #2)",4.23
5881,A Single Man,4.11
5882,Mortality,4.12
5883,"Icefire (The Last Dragon Chronicles, #2)",3.9
5884,Norse Mythology,4.12
5885,Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany,4.19
5886,Honor's Splendour,4.22
5887,Shut Out,3.76
5888,"Bad Rep (Bad Rep, #1)",3.91
5889,"Valley of Silence (Circle Trilogy, #3)",4.2
5890,"The Prophet of Yonwood (Book of Ember, #3)",3.25
5891,"Hope to Die (Alex Cross, #22)",4.14
5892,"Deep Kiss of Winter (Includes: Immortals After Dark, #8; Alien Huntress, #3.5)",4.23
5893,Doll Bones,3.7
5894,"Red Mist (Kay Scarpetta, #19)",3.75
5895,"I Am Half-Sick of Shadows (Flavia de Luce, #4)",4.09
5896,"Wild Man (Dream Man, #2)",4.21
5897,Welcome to Night Vale,3.87
5898,Sleeping Beauty: a Little Golden Book (Disney Princess),4.32
5899,"An Offer From a Gentleman (Bridgertons, #3)",4.08
5900,"Dumplin' (Dumplin', #1)",3.87
5901,Ancillary Mercy (Imperial Radch #3),4.2
5902,The Darkest Surrender  (Lords of the Underworld #8),4.42
5903,Danse Macabre,3.62
5904,"Seducing Cinderella (Fighting for Love, #1)",3.94
5905,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)",4.06
5906,The Vagina Monologues,3.86
5907,Our Mutual Friend,4.07
5908,A Handful of Dust,3.92
5909,Leota's Garden,4.07
5910,Not My Daughter,3.77
5911,The Book of Illusions,3.89
5912,"To Tame a Highland Warrior (Highlander, #2)",4.14
5913,A Mango-Shaped Space,4.22
5914,Quentins,3.88
5915,Daniel Deronda,3.82
5916,Here's to Us,3.73
5917,"Chasing Perfect (Fool's Gold, #1)",3.89
5918,The Debutante Divorcee,3.46
5919,Life Application Study Bible: NIV,4.67
5920,"The Wheel of Darkness (Pendergast, #8)",3.92
5921,"Sleeping Giants (Themis Files, #1)",3.84
5922,Blackmoore,4.17
5923,The Sandman: Endless Nights,4.34
5924,The First Wives Club,3.87
5925,The Vanishing Act of Esme Lennox,3.82
5926,The Night Watch,3.67
5927,"Mightier Than the Sword (The Clifton Chronicles, #5)",4.09
5928,"Blood Canticle (The Vampire Chronicles, #10)",3.71
5929,Nature Girl,3.61
5930,Boy's Life,4.32
5931,Adam Bede,3.77
5932,Sister of My Heart,3.97
5933,The Housekeeper and the Professor,3.94
5934,"H is for Homicide (Kinsey Millhone, #8)",3.89
5935,JPod,3.7
5936,The Face,3.69
5937,The Ascent of Money: A Financial History of the World,3.88
5938,Food: A Love Story,3.69
5939,The Impossible Knife of Memory,3.93
5940,"Purgatorio (The Divine Comedy, #2)",4.01
5941,"Deliver Us from Evil (A. Shaw, #2)",3.98
5942,One Last Thing Before I Go,3.75
5943,"By the Time You Read This, I'll Be Dead",3.89
5944,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,3.66
5945,"City of Night (Dean Koontz's Frankenstein, #2)",3.97
5946,"The Quillan Games (Pendragon, #7)",4.19
5947,number9dream,3.92
5948,Girlfriend in a Coma,3.61
5949,"The Green Mile, Part 1: The Two Dead Girls",4.49
5950,Ella Minnow Pea: A Novel in Letters,3.84
5951,"Toll the Hounds (The Malazan Book of the Fallen, #8)",4.33
5952,The Bone Garden ,4.02
5953,"Supernova: Ksatria, Puteri, dan Bintang Jatuh",3.83
5954,A Head Full of Ghosts,3.82
5955,Better Than Before: Mastering the Habits of Our Everyday Lives,3.81
5956,"Broken Homes (Peter Grant, #4)",4.16
5957,"The King's Buccaneer (Krondor's Sons, #2)",3.99
5958,Maya's Notebook,3.8
5959,"One Crazy Summer (Gaither Sisters, #1)",3.95
5960,"Dragon Haven (Rain Wild Chronicles, #2)",4.06
5961,"Right Ho, Jeeves (Jeeves, #6)",4.31
5962,"If You're Reading This, It's Too Late (Secret, #2)",4.23
5963,"Moonrise (Warriors: The New Prophecy, #2)",4.31
5964,The Wednesday Letters,3.61
5965,"Betrayals (Strange Angels, #2)",4.08
5966,You've Been Warned,3.52
5967,"Chasing Vermeer (Chasing Vermeer, #1)",3.71
5968,The Jesus I Never Knew,4.18
5969,Turning Angel,4.11
5970,"The Unidentified Redhead (Redhead, #1)",4.04
5971,"The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future",4.13
5972,A Child's Garden of Verses,4.3
5973,The Informers,3.39
5974,"The Queen (The Selection, #0.4)",3.93
5975,"The Devil Colony (Sigma Force, #7)",4.17
5976,"The Walking Dead, Vol. 12: Life Among Them",4.34
5977,"Some Luck (Last Hundred Years: A Family Saga, #1)",3.61
5978,Pedagogy of the Oppressed,4.25
5979,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)",3.94
5980,Identity Crisis,4.03
5981,"Unspoken (The Lynburn Legacy, #1)",3.85
5982,"Rama II (Rama, #2)",3.66
5983,The Gospel According to Jesus Christ,4.26
5984,"Who Could That Be at This Hour? (All the Wrong Questions, #1)",3.83
5985,"The Calling (Darkness Rising, #2)",4.1
5986,Avatar: The Last Airbender: The Lost Adventures,4.41
5987,Hidden,3.44
5988,Five Little Peppers and How They Grew,4.03
5989,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",3.92
